"bd" "ht" "hg" "dg" "whc" "cr" "bainlh"
"65" 1.87000000476837 10.35 2.0499996185303 1.4899998903275 10.09 0.78 9.16
"66" 4.09999990463257 19.89 4.4099992370605 1 10.09 0.87 0
"67" 2.11999988555908 7.61 1.0899998092651 0.66000008583069 10.09 0.81 15.55
"68" 3.61999988555908 16.2 4.0999992370605 0.68000030517578 10.09 0.95 0
"69" 4.15000009536743 14.69 2.7099996185303 1.25 10.09 0.87 15.87
"70" 0.819999992847443 3.25 1.3000001907349 0.31000000238419 7.96 0.87 4.35
"71" 1.72000002861023 8.1 3.2999996185303 0.82999992370605 9.32 0.83 3.68
"72" 3 14.6 4.9 2.1999998092651 9.32 0.95 0
"73" 2.6800000667572 12.6 4.6999992370605 1.3700001239777 9.32 0.88 4.9
"74" 0.639999985694885 3.34 0.96000019073486 0.36000001430511 9.32 0.91 10.68
"75" 3.10999989509583 14 4.3999996185303 1.2900002002716 9.32 0.92 15.25
"76" 0.270000010728836 2.05 1.2499999523163 0.14999997615814 5.45 0.8 15.81
"77" 0.5 3.2 1.2000000953674 0.31000000238419 5.45 0.71 19.24
"78" 0.28999999165535 2.55 1.1500000476837 0.15000000596046 5.45 0.84 19.92
"79" 1.07000005245209 6.19 0.90999990463257 0.039999961853027 5.45 0.72 15.13
"80" 0.959999978542328 5.5 1.1999998092651 0.19999998807907 5.45 0.78 17.03
"81" 1.00999999046326 6.09 5.1099998092651 0.31000006198883 5.45 0.91 18.04
"82" 1.44000005722046 7.4 2.9999996185303 0.43999993801117 5.45 0.78 13.55
"83" 2.09999990463257 9.8 3.3999998092651 0.53000020980835 5.45 0.86 8.23
"84" 1.10000002384186 5.69 1.6100001907349 0.24000000953674 5.45 0.68 23.16
"85" 0.370000004768372 3 1.4000000953674 0.18000000715256 5.45 0.8 27.33
"86" 2.00999999046326 9.6 4.2999996185303 0.55999994277954 5.45 0.87 10.64
"87" 1.50999999046326 7.4 4.2999998092651 0.44000005722046 5.45 0.86 14.77
"88" 1.5900000333786 6.9 3.4999996185303 0.37999999523163 5.45 0.62 26.53
"89" 1.95000004768372 7.4 3.4999996185303 0.34999990463257 5.45 0.77 14.77
"90" 0.980000019073486 6.3 3.0999996185303 0.69999992847443 8.24 0.82 7.8
"91" 1.08000004291534 5.9 3.2000003814697 0.68999993801117 8.24 0.77 8.67
"92" 0.800000011920929 6.05 2.6499998092651 0.55000001192093 8.24 0.75 8.32
"93" 1.83000004291534 7.67 4.9300003814697 1.4499999284744 8.24 0.86 0.25
"94" 1.91999995708466 7.61 5.6900001907349 0.86000001430511 8.24 0.8 0
"95" 0.620000004768372 4.3 1.3999998092651 0.079999983310699 6.21 0.6 63.3
"96" 0.389999985694885 3.7 0.99999980926514 0.25 6.21 0.67 64.71
"97" 0.519999980926514 3 1.5999999046326 0.3400000333786 6.21 0.6 65.76
"98" 1.64999997615814 9.5 4.1000003814697 0.5900000333786 6.21 0.88 36.5
"99" 0.689999997615814 4 1 0.22000002861023 4.19 0.72 26.9
"100" 1.10000002384186 7.5 1.1999998092651 0.41999995708466 4.19 0.93 20.53
"101" 0.28999999165535 2.59 0.81000009536743 0.099999994039536 4.19 0.69 27.33
"102" 1.5 6.8 2.0999996185303 0.0099999904632568 4.19 0.73 21.94
"103" 2.20000004768372 10.3 2.3999998092651 0.57999992370605 4.19 0.84 12.87
"104" 2.78999996185303 17.1 3.2999996185303 0.48000001907349 4.19 0.73 20.29
"105" 0.959999978542328 3.79 0.61000009536743 0.2600000500679 4.91 0.78 29.34
"106" 2.45000004768372 10.19 2.81 0.33999991416931 4.91 0.84 22.52
"107" 0.860000014305115 8.1 3.5000003814697 1.7800000905991 4.91 0.88 28.94
"108" 2.09999990463257 7.59 2.7100001907349 0.8600001335144 4.91 0.88 29.34
"109" 0.610000014305115 6.09 0.81000009536743 1.1899999380112 4.91 0.86 15.08
"110" 1.22000002861023 4.42 0.77999980926514 0.33999991416931 4.91 0.66 18.09
"111" 1.04999995231628 6.82 1.18 1.2000000476837 4.91 0.76 12.73
"112" 0.540000021457672 3.2 0.50000004768372 0.14999997615814 4.91 0.65 20.23
"113" 0.389999985694885 3 0.29999995231628 0.11000001430511 4.91 0.66 20.39
"114" 0.930000007152557 4 1.1999998092651 0.18000000715256 4.91 0.8 19.34
"115" 2.52999997138977 9.6 2.7999996185303 1.0099999904633 4.91 0.83 38.47
"116" 3.72000002861023 13 3.1000003814697 0.41999983787537 4.91 0.85 30.92
"117" 0.430000007152557 2.2 0.50000004768372 0.1599999666214 7.84 0.94 9.88
"118" 0.360000014305115 2.66 0.54000004768372 0.14999997615814 3.06 0.69 2.82
"119" 0.479999989271164 2.07 1.0299999046326 0.21000000834465 3.06 0.66 5.22
"120" 2.5 9.8 1.8999998092651 0.25999999046326 3.09 0.89 14.8
"121" 0.490000009536743 5.19 0.96000009536743 0.27999997138977 8 0.67 65.96
"122" 4.59999990463257 19.2 6.0000007629395 1.3000001907349 8 0.91 39.15
"123" 0.610000014305115 5.4 0.79999980926514 0.1599999666214 8 0.62 25.64
"124" 3.92000007629395 21.29 6.1099996185303 0.98000001907349 8 0.87 7.22
"125" 3.20000004768372 17.6 6.6999992370605 0.70000004768372 8 0.68 57.22
"126" 0.860000014305115 8.39 2.4100001907349 0.14999997615814 8 0.76 74.58
"127" 3.47000002861023 19.2 5.5999992370605 0.9300000667572 8 0.82 29.6
"128" 2.80999994277954 15.19 5.1099992370605 0.69000005722046 8 0.83 62.8
"129" 0.649999976158142 4.4 1.2999998092651 0.050000011920929 8 0.56 74.98
"130" 3.50999999046326 19.2 6.3 1.4900000095367 8 0.81 29.6
"131" 3.22000002861023 20 6.2999992370605 0.87999987602234 8 0.81 15.6
"132" 3.57999992370605 18.1 6.9 0.82000017166138 8 0.86 42.88
"133" 3.64000010490417 25 2.6000003814697 1.059999704361 8 0.86 0
"134" 3.67000007629395 18.1 5.9 0.63000011444092 8 0.88 42.88
"135" 3.91000008583069 19.29 6.5099992370605 0.49000000953674 8 0.79 21.26
"136" 3.70000004768372 14.19 13.609999237061 0.89999985694885 8 0.76 67.11
"137" 0.5 4.3 0.39999980926514 0.040000021457672 8 0.62 75.21
"138" 1.29999995231628 3.29 3.0100001907349 0.45000004768372 3.92 0.81 3.37
"139" 1.21000003814697 5.69 3.4100003814697 0.73000001907349 3.92 0.87 0.26
"140" 0.810000002384186 3.2 2.4999998092651 0.40000003576279 3.92 0.71 2.04
"141" 1.07000005245209 5.34 3.2600003814697 0.84999990463257 3.92 0.85 9.4
"142" 1.19000005722046 5.8 3.7 0.70999991893768 3.92 0.86 8.54
"143" 1.02999997138977 5.19 2.9100003814697 0.50999999046326 3.92 0.78 10.03
"144" 1.3400000333786 6.59 4.3099996185303 0.52999997138977 3.92 0.87 7.35
"145" 0.8299999833107 4.67 2.5299998092651 0.38000005483627 3.92 0.85 11.69
"146" 0.740000009536743 3.61 1.2900000953674 0.52999997138977 3.92 0.75 12.36
"147" 1.08000004291534 4.69 3.9100003814697 0.6599999666214 3.92 0.82 11.05
"148" 9.69999980926514 36.13 3.5700007629395 1.8000001907349 4.19 0.87 38.23
"149" 11.1999998092651 39.59 3.41 1.3000001907349 4.19 0.91 0
"150" 8 33.59 5.0400010681152 1.1000003814697 4.19 0.83 69.88
"151" 11.8999996185303 38.7 5.3200004577637 0.80000019073486 4.19 0.91 34.92
"152" 12.3000001907349 44.79 4.4100007629395 1.039999961853 4.19 0.75 56.45
"153" 11.6000003814697 43.7 3.2000015258789 1.8599996566772 4.19 0.87 91.43
"154" 8.39999961853027 42.79 2.8099984741211 0.90000057220459 4.19 0.85 124.66
"155" 8.80000019073486 40.95 3.6499984741211 0.69999980926514 4.19 0.84 157.05
"156" 10.8000001907349 47.08 2.7199992370605 0.78999996185303 4.19 0.85 24.91
"157" 1 4.55 0.25000019073486 0.30999994277954 5.15 0.8 39.53
"158" 11.1999998092651 47 3.0999984741211 1.3200006484985 5.15 0.89 0
"159" 2.09999990463257 6.8 3.2 0.75 5.15 0.91 86.26
"160" 1.55999994277954 5.09 2.2100001907349 0.87000012397766 5.15 0.9 88.67
"161" 1.87999999523163 7.4 4.4000001907349 0.63999998569489 4.02 0.85 4.93
"162" 1.91999995708466 8.1 3.7999996185303 0.96000015735626 4.02 0.86 2.76
"163" 0.810000002384186 4.55 2.5499999046326 0.39000004529953 4.02 0.8 7.15
"164" 2.25 8.5 3.3999996185303 0.97000002861023 4.02 0.83 0
"165" 0.349999994039536 4.5 3.6999998092651 1.4700000584126 4.02 0.77 9.06
"166" 3.5699999332428 6.69 4.31 1.0699999332428 4.61 0.92 36.03
"167" 0.449999988079071 3.29 0.30999990463257 0.050000011920929 4.28 0.57 49.17
"168" 9.60000038146973 37.5 3.2999992370605 1.1799993515015 4.28 0.86 0
"169" 6.5 30.79 3.9100007629395 0.90000009536743 4.28 0.87 30.62
"170" 8.60000038146973 40.29 3.6100015258789 1.0999994277954 4.28 0.91 0
"171" 8 32.72 4.5799992370605 1.8000001907349 4.28 0.87 71.72
"172" 0.709999978542328 4.09 0.42999998092651 0.030000030994415 4.28 0.34 112.54
"173" 1.19000005722046 5.4 1.1 0.2299998998642 4.28 0.88 110.14
"174" 15 47.54 4.0599984741211 0.89999961853027 4.28 0.82 0
"175" 10.1000003814697 43.59 3.2099992370605 1.6999998092651 4.28 0.87 33.44
"176" 0.479999989271164 2.74 0.55999995231628 0.060000032186508 4.28 0.81 79.03
"177" 0.699999988079071 4.55 0.79999990463257 0.0099999904632568 4.28 0.62 78.31
"178" 9.5 31.9 4.6 1 4.28 0.82 0
"179" 0.330000013113022 3.5 0.20000004768372 0.11999997496605 5.8 0.82 40.98
"180" 3.45000004768372 19.1 3.5000003814697 0.079999923706055 5.8 0.92 9.16
"181" 2.74000000953674 17.1 4.4 0.64000010490417 5.8 0.87 19.17
"182" 2.25999999046326 17.1 4.2999996185303 0.46000003814697 5.8 0.76 19.17
"183" 1.39999997615814 8.39 2.7100003814697 0.050000071525574 5.8 0.7 39.72
"184" 3.14000010490417 17.1 4.6000007629395 0.25999999046326 5.8 0.81 19.17
"185" 1.75999999046326 12.1 3.7500003814697 0.4300000667572 5.8 0.9 38.03
"186" 4.09999990463257 20.2 5.0000007629395 0.82000017166138 5.8 0.93 0
"187" 1.77999997138977 6.59 5.8099996185303 0.33999991416931 5.8 0.74 32.48
"188" 3.6800000667572 19.39 5.2100003814697 0.62000012397766 5.8 0.9 4.9
"189" 2.55999994277954 14.39 3.61 0.33000016212463 5.8 0.84 17.95
"190" 3 19.5 5.7000007629395 0.90000009536743 5.8 0.81 0
"191" 2.34999990463257 13.03 4.8699996185303 0.72000002861023 5.8 0.8 21.52
"192" 0.5 3.38 1.0499998283386 0.20999997854233 5.8 0.67 21.89
"193" 0.560000002384186 4.17 1.5900002288818 0.20999997854233 5.8 0.66 21.51
"194" 2.26999998092651 13.39 3.61 0.5699999332428 5.8 0.89 11.04
"195" 1.5 9.96 3.04 0.29999995231628 5.8 0.84 13.85
"196" 1.12999999523163 7 3.3999996185303 0.37000000476837 5.8 0.81 17.05
"197" 4.5 20.1 5.6999992370605 1.3000001907349 5.8 0.89 0
"198" 4.90000009536743 25.7 6.5999992370605 1.5 5.8 0.83 13.63
"199" 4.69999980926514 24.6 6.1000007629395 1 5.8 0.83 26.73
"200" 4.09999990463257 23.1 7.6000007629395 0.80000019073486 6.52 0.89 130.02
"201" 2.04999995231628 10.6 3.4 0.35000014305115 6.52 0.86 159.74
"202" 2.70000004768372 14 4.6000003814697 0.54999995231628 6.52 0.86 155.77
"203" 1.3400000333786 8.69 2.7099996185303 0.32999992370605 6.52 0.79 162.04
"204" 3 17.2 3.5000007629395 0.5699999332428 6.52 0.86 144.43
"205" 0.9200000166893 5.59 2.2100001907349 0.33999997377396 6.52 0.76 164.05
"206" 2.29999995231628 15 5 0.70000004768372 6.52 0.9 150.81
"207" 3.09999990463257 17.29 4.1099996185303 0.5 6.52 0.89 139.19
"208" 0.800000011920929 5.19 1.81 0.27000004053116 6.52 0.9 164.51
"209" 4.30000019073486 25.5 3.6000003814697 1.2999997138977 6.52 0.92 119.94
"210" 1.63999998569489 15.69 2.6099992370605 0.36000001430511 6.52 0.82 149.34
"211" 1.95000004768372 14.8 3.4999992370605 2.4700000286102 6.52 0.83 153.69
"212" 0.870000004768372 2.9 1.1300002098083 0.27999997138977 6.52 0.93 64.62
"213" 0.550000011920929 2.16 0.61999997138977 0.26999998092651 6.52 0.86 65.18
"214" 3.4300000667572 15.8 4.8000003814697 0.76999974250793 6.52 0.84 97.5
"215" 2.71000003814697 17.1 4.9 0.8899998664856 6.52 0.88 93.5
"216" 1.3400000333786 8.19 3.1100001907349 0.36000001430511 6.52 0.85 113.44
"217" 1.07000005245209 5.51 1.8900000953674 0.34999990463257 6.52 0.71 118
"218" 1.38999998569489 5.9 2.4999996185303 0.53999996185303 6.52 0.74 116.94
"219" 2.55999994277954 13.8 4.4000007629395 0.99000000953674 6.52 0.9 103.92
"220" 0.579999983310699 3.4 1.389999961853 0.24000000953674 6.52 0.67 119.8
"221" 1.92999994754791 9.89 2.11 0.5200001001358 6.52 0.8 111.41
"222" 1.25 8 2.1000003814697 0.52999997138977 6.52 0.85 114.42
"223" 0.910000026226044 6.59 2.41 0.18000000715256 6.52 0.86 44.85
"224" 0.9200000166893 5.46 1.6399999046326 0.27000004053116 6.52 0.78 46.32
"225" 0.100000001490116 2.29 0.86000009536743 0.39000000804663 6.52 0.52 48.35
"226" 1.29999995231628 9.5 1.5 0.32000005245209 6.52 0.83 37.45
"227" 5 22 7.5 1.1999998092651 6.52 0.77 10.84
"228" 2.4300000667572 11.89 4.8100007629395 0.65999984741211 6.52 0.89 33.44
"229" 4.46000003814697 22.5 4.5 1.539999961853 6.52 0.87 0
"230" 1.21000003814697 11.5 3.3000001907349 0.63999998569489 6.52 0.8 36.66
"231" 4.19999980926514 23.5 6.2999992370605 1.8000001907349 6.22 0.79 0
"232" 2.90000009536743 18.1 5.4 0.93999981880188 6.22 0.91 46.64
"233" 3.20000004768372 14.5 4.7000007629395 0.89999985694885 6.22 0.9 32.18
"234" 0.850000023841858 6.92 1.2799998092651 0.12999999523163 6.22 0.53 58.24
"235" 1.14999997615814 10.35 1.8499998092651 0.61000001430511 6.22 0.79 49.04
"236" 0.769999980926514 6.4 1.9999996185303 0.15000003576279 6.22 0.78 59.83
"237" 1.74000000953674 13.3 3.7 0.44000005722046 6.22 0.82 40.41
"238" 0.899999976158142 4.8 1.8999998092651 0.4099999666214 6.22 0.75 62.01
"239" 1.70000004768372 11.39 2.7100003814697 0.54999995231628 6.22 0.85 44.58
"240" 1.5 8.42 2.7299996185303 0.55999994277954 6.22 0.79 54.14
"241" 2.20000004768372 13.69 4.9100003814697 0.79999995231628 6.22 0.91 37.77
"242" 0.490000009536743 3.07 1.0600001144409 0.21999996900558 6.22 0.67 34.82
"243" 0.430000007152557 2.59 1.0099999046326 0.25999999046326 9.88 0.65 176.74
"244" 0.910000026226044 4.5 2.8000001907349 0.58999997377396 4.14 0.84 0.7
"245" 3.30999994277954 14.5 8.6000003814697 0.8899998664856 7.46 0.84 225.85
"246" 0.469999998807907 2.03 0.56999990463257 0.30999997258186 8.56 0.75 89.67
"247" 0.439999997615814 2.59 2.6099998092651 0.47000002861023 8.56 0.7 89.56
"248" 0.439999997615814 2.83 1.8699998092651 0.33999997377396 8.56 0.75 89.46
"249" 0.340000003576279 2.25 0.049999952316284 0.049999982118607 5.05 0.6 31.7
"250" 1.03999996185303 5.69 1.6100001907349 0.20000004768372 5.05 0.71 16.09
"251" 0.620000004768372 3.92 1.4800000953674 0.41999995708466 5.05 0.79 23.87
"252" 0.389999985694885 2.4 0.39999995231628 0.25 5.05 0.54 31.27
"253" 0.349999994039536 2.2 0.89999990463257 0.28000000119209 5.05 0.68 31.76
"254" 0.509999990463257 2.57 0.83000009536743 0.29000002145767 5.05 0.65 29.97
"255" 0.730000019073486 3.64 0.86 0.41999995708466 5.05 0.61 24.42
"256" 0.46000000834465 3.01 0.64000009536743 0.17999997735023 5.05 0.56 27.58
"257" 1.03999996185303 6.01 1.6899998092651 1.0499999523163 5.05 0.55 14.64
"258" 1.76999998092651 10.5 1.6999998092651 1.1500000953674 5.05 0.81 0
"259" 1.41999995708466 5.5 2.3000001907349 0.63999998569489 5.05 0.87 19.11
"260" 1.44000005722046 7.4 2.6 0.67999982833862 5.05 0.86 10.59
"261" 1.42999994754791 7.4 2.9999996185303 1.0600000619888 5.8 0.85 0
"262" 0.860000014305115 4.26 2.7900001907349 0.67999994754791 5.8 0.81 3.93
"263" 1.25 6.09 2.2100001907349 0.79999995231628 5.8 0.92 0
"264" 1.53999996185303 6.09 2.41 0.77999997138977 5.8 0.88 8.72
"265" 4 12.3 2.8999998092651 1.9000000953674 5.8 0.91 0
"266" 0.839999973773956 3.59 1.3100000953674 0.58999997377396 5.8 0.77 10.69
"267" 0.930000007152557 5.09 1.1099998092651 0.79000002145767 5.8 0.8 10.02
"268" 0.759999990463257 3.16 1.3900001907349 0.4099999666214 5.8 0.79 11.21
"269" 0.579999983310699 4.3 1.7 1.0300000309944 5.8 0.86 10.5
"270" 0.699999988079071 3 1.4499998092651 0.56000000238419 5.8 0.73 11.53
"271" 0.600000023841858 3 1.6999998092651 0.44999992847443 5.8 0.76 11.53
"272" 0.810000002384186 4.09 2.1099998092651 0.47999995946884 7.85 0.8 5.92
"273" 1.37000000476837 5.51 3.2900001907349 0.70999991893768 7.85 0.9 3.51
"274" 1.92999994754791 8.85 3.65 0.79000008106232 7.85 0.97 0
"275" 1.21000003814697 5.44 2.7599998092651 0.71999990940094 7.85 0.93 4.66
"276" 0.629999995231628 4.46 1.2399998092651 0.39999997615814 7.85 0.59 5.7
"277" 1.57000005245209 7.69 3.3600001907349 0.77999985218048 7.85 0.89 2.03
"278" 0.870000004768372 3.61 1.1900001907349 0.41999995708466 7.85 0.83 7.15
"279" 1.03999996185303 3.98 4.4199996185303 0.75 7.85 0.87 2.48
"280" 1.58000004291534 5.01 3.1899998092651 0.5900000333786 7.85 0.84 1.11
"281" 0.709999978542328 4.3 2.7 0.55000001192093 7.85 0.81 6.19
"282" 1.30999994277954 6.9 3.9000001907349 0.95000004768372 7.85 0.91 1.55
"283" 1.41999995708466 6.94 3.2599998092651 0.64999997615814 7.85 0.91 0.45
"284" 1.62999999523163 6.69 3.81 0.87000000476837 7.85 0.88 2.5
"285" 1.37000000476837 6.09 2.91 0.81000006198883 7.85 0.91 4.62
"286" 1 3.59 2.91 0.60000002384186 7.85 0.88 5.74
"287" 1.1599999666214 5.69 1.9099999046326 0.51999998092651 7.85 0.78 0.1
"288" 0.389999985694885 3.59 1.2100001907349 0.33000004291534 7.85 0.88 5.74
"289" 0.330000013113022 2.5 1.2999999523163 0.25999996066093 2.78 0.6 63.57
"290" 3.00999999046326 16.5 4.7000007629395 0.78999996185303 2.78 0.9 0
"291" 4.90000009536743 17.5 1.6000003814697 0.69999980926514 2.78 0.94 26.72
"292" 1.66999995708466 4.9 1.0499998092651 0.39999997615814 6.57 0.88 7.39
"293" 2.17000007629395 7.4 3.1 1.1299998760223 6.57 0.93 4.81
"294" 2.15000009536743 9 4.6000003814697 0.69999980926514 6.57 0.89 94.15
"295" 1.45000004768372 3.9 2.2999998092651 0.049999952316284 6.57 0.79 107.95
"296" 3.64000010490417 7.4 0.19999990463257 0.66000008583069 6.57 0.59 96.67
"297" 3.39000010490417 9.8 1.8999998092651 0.25999999046326 6.57 0.64 87.88
"298" 1.47000002861023 5.59 3.3099996185303 0.89999985694885 6.57 0.78 106.76
"299" 1.61000001430511 6.76 3.74 0.68999993801117 6.57 0.88 103.9
"300" 1.62000000476837 6.3 3.3000003814697 0.51000010967255 6.57 0.88 105.32
"301" 10.8000001907349 33 10.200000762939 1.3999996185303 6.57 0.87 0
"302" 1.69000005722046 6.92 2.3800001907349 0.87999987602234 3.14 0.89 14.5
"303" 0.769999980926514 3.01 1.0400001907349 0.25 3.14 0.7 8.13
"304" 1.51999998092651 3.85 0.59999980926514 0.52999997138977 3.14 0.71 5.99
"305" 0.709999978542328 3.88 1.37 0.56999999284744 3.65 0.81 267.83
"306" 3 13.39 3.61 1.8000001907349 3.65 0.91 116.02
"307" 1.72000002861023 7.07 1.7300001907349 0.51999998092651 3.65 0.91 120.94
"308" 1.66999995708466 6.86 1.5399996185303 0.42999994754791 3.65 0.84 122.57
"309" 0.800000011920929 3.48 1.0700001907349 0.24999994039536 3.65 0.81 131.03
"310" 1.60000002384186 5.9 2.1 0.55000007152557 3.65 0.84 124.5
"311" 0.310000002384186 2.68 1.109999961853 0.25999999046326 3.65 0.36 89.12
"312" 2.21000003814697 7.61 4.5899998092651 1.0899999141693 3.65 0.87 86.13
"313" 1.12999999523163 3.79 0.21 0.029999971389771 7.4 0.18 71.54
"314" 0.52999997138977 3 0.42000007629395 0.14000004529953 7.4 0.43 75.92
"315" 1.75 6.5 0.40000009536743 0.27999997138977 7.4 0.6 54.9
"316" 2.40000009536743 6.09 1.1099998092651 0.59999990463257 7.4 0.85 136.96
"317" 0.870000004768372 2.79 0.41000004768372 0.23000001907349 7.4 0.57 144.39
"318" 0.469999998807907 2.09 0.61000004768372 0.15999999642372 7.4 0.47 146.63
"319" 0.449999988079071 2.42 1.5200000572205 0.19999998807907 7.83 0.77 35.82
"320" 1.39999997615814 5.46 3.54 0.86000001430511 7.83 0.89 32.24
"321" 1.10000002384186 4.65 2.6500001907349 0.8199999332428 7.83 0.87 33.4
"322" 1.03999996185303 4.51 1.7900001907349 0.54000008106232 7.83 0.86 34.06
"323" 0.469999998807907 2.25 0.34999990463257 0.14000001549721 7.83 0.77 69.54
"324" 0.509999990463257 2.59 1.1100000476837 0.16000002622604 7.83 0.78 69.22
"325" 17.8999996185303 53.4 3.8999992370605 0.60000038146973 7.83 0.88 0
"326" 0.439999997615814 2.2 1.3199999809265 0.30000001192093 9.39 0.59 1.16
"327" 0.419999986886978 2.25 1.0099999904633 0.20000001788139 9.39 0.86 2.93
"328" 0.569999992847443 2.84 1.8999997711182 0.60999995470047 9.39 0.68 0.38
"329" 0.699999988079071 3.84 1.5600000953674 0.63000005483627 9.39 0.71 0
"330" 0.479999989271164 2.15 1.85 0.51000002026558 8.46 0.76 0
"331" 0.370000004768372 2.03 1.009999961853 0.43000000715256 8.46 0.82 0
